well_id,latitude,longitude,depth,depth_m,yield_rate,status,well_type
NZ-1768,-43.60280713607733,172.65195459595853,65.44695379411623,65.44695379411623,5.152882863591575,Active,Stock
NZ-1769,-43.58847853098731,172.2906657809709,63.85071598608061,63.85071598608061,2.924761656659026,Inactive,Domestic
NZ-1770,-43.416378921854275,172.36726484965249,77.24031345112678,77.24031345112678,12.53970607799798,Active,Irrigation
NZ-1771,-42.3432912525616,173.55072342323518,89.45344613988418,89.45344613988418,2.429214739791618,Active,Domestic
NZ-1772,-43.101890824790715,171.91813087144948,55.095517605621716,55.095517605621716,6.061045743355412,Active,Irrigation
NZ-1773,-42.098438919494654,171.7322939787642,113.18588715351396,113.18588715351396,2.5279715668814724,Inactive,Stock
NZ-1774,-43.10583116423367,172.79931132376115,87.50078359199792,87.50078359199792,8.90202771704549,Active,Irrigation
NZ-1775,-43.72969827576592,172.04869220632207,143.9846735629218,143.9846735629218,5.290018491543299,Active,Monitoring
NZ-1776,-43.606487401932114,172.0823775230706,81.84947151929721,81.84947151929721,0.8082903512909753,Inactive,Stock
NZ-1777,-43.00203180697341,172.70678754953548,70.19429812275769,70.19429812275769,4.635921478001518,Active,Stock
NZ-1778,-43.8742736367899,172.09435796514177,47.94238468228418,47.94238468228418,3.484501660446222,Active,Stock
NZ-1779,-42.16405982352178,172.7246198597098,149.32173470236316,149.32173470236316,6.767080625899288,Active,Monitoring
NZ-1780,-43.293402970087435,173.01726576004418,50.24885362109324,50.24885362109324,7.295541830735473,Active,Irrigation
NZ-1781,-44.02279414643807,172.53503338077846,76.84271533892304,76.84271533892304,4.968877326307341,Monitoring,Monitoring
NZ-1782,-43.74009685504669,171.82259733575376,57.38153724149312,57.38153724149312,4.739326443101971,Active,Stock
NZ-1783,-42.29726933821084,172.16746050670235,87.34169823893338,87.34169823893338,6.747482855344095,Active,Irrigation
NZ-1784,-45.031276985944594,171.85433300811408,193.62244262435505,193.62244262435505,11.85881495049289,Active,Irrigation
NZ-1785,-43.34337114932879,172.45784756058845,118.75012273939083,118.75012273939083,19.384892834374625,Monitoring,Industrial
NZ-1786,-43.50722019693196,171.78499824472237,259.7374264027564,259.7374264027564,4.652765972839826,Active,Irrigation
NZ-1787,-43.6244995003404,171.8287526067478,347.80474649674323,347.80474649674323,10.39142703481889,Active,Stock
NZ-1788,-43.82720951992815,172.80728505080953,51.02677078329335,51.02677078329335,3.1150287072379896,Active,Domestic
NZ-1789,-44.06155894246126,171.424876490755,164.0725726042119,164.0725726042119,9.391036102940232,Active,Monitoring
NZ-1790,-43.43707741673671,172.66651046033343,82.85743687583928,82.85743687583928,6.994843961722375,Monitoring,Domestic
NZ-1791,-43.991734763533834,171.22595267030195,183.80785554537002,183.80785554537002,7.691864459469054,Active,Stock
NZ-1792,-44.80871474468445,172.64167528371232,78.0687656577469,78.0687656577469,14.63299635489571,Monitoring,Irrigation
NZ-1793,-43.8957609426783,171.280404480338,324.8652363048393,324.8652363048393,20.08685523825799,Active,Domestic
NZ-1794,-42.83857626326788,172.74301109979146,116.735143126955,116.735143126955,17.41373834572741,Active,Domestic
NZ-1795,-44.42867044136236,171.0932630340841,246.6443627457366,246.6443627457366,9.933120853487251,Inactive,Irrigation
NZ-1796,-44.45816788688781,172.68195379257074,141.84579991262646,141.84579991262646,9.544629027773954,Active,Irrigation
NZ-1797,-42.695904417137456,172.66395864243364,141.83351524453823,141.83351524453823,5.21129864299495,Inactive,Irrigation
NZ-1798,-43.46791235195337,171.97713559512604,113.36611956841384,113.36611956841384,23.9962252072922,Active,Stock
NZ-1799,-43.60958482390452,171.93404309457154,114.14775446043767,114.14775446043767,8.989945877356726,Active,Irrigation
NZ-1800,-43.37377403640739,171.99068525757488,181.7594466563447,181.7594466563447,11.737312779254635,Active,Irrigation
NZ-1801,-43.049575485857865,172.84048874340382,119.84215749030432,119.84215749030432,21.288988814866318,Active,Monitoring
NZ-1802,-42.908811043850854,172.5452290838714,81.1394712534784,81.1394712534784,13.541583569646402,Monitoring,Domestic
NZ-1803,-43.4030210501199,171.74472129136052,151.06065585337592,151.06065585337592,9.270676435311282,Active,Stock
NZ-1804,-43.97424900505219,172.11586515017459,128.31932047268924,128.31932047268924,1.4386894028134016,Active,Irrigation
NZ-1805,-44.25883438694803,171.38261787580257,15.790773772286023,15.790773772286023,3.4145156478665437,Monitoring,Monitoring
NZ-1806,-43.279956504026714,172.92727660668183,117.07987466930038,117.07987466930038,3.2886640289262346,Active,Irrigation
NZ-1807,-43.81209041934508,172.28009340567738,95.41490922612313,95.41490922612313,2.2288401589561615,Active,Domestic
NZ-1808,-43.42306240539321,171.94924124822035,319.34060923287234,319.34060923287234,9.664893434731955,Abandoned,Monitoring
NZ-1809,-43.69873894350134,171.8914833315216,143.36864881966835,143.36864881966835,9.392426515781585,Active,Stock
NZ-1810,-44.13111871976719,171.35713834519305,246.20633594258865,246.20633594258865,12.579387283860006,Active,Stock
NZ-1811,-43.385601365331524,172.91853944281365,99.67968226750128,99.67968226750128,10.416642993661883,Active,Domestic
NZ-1812,-43.81790928343642,172.1074608152871,78.24624335225205,78.24624335225205,4.588241007414474,Active,Irrigation
NZ-1813,-43.983845691725044,172.4351201081245,108.49203468534316,108.49203468534316,15.779778777794329,Active,Stock
NZ-1814,-43.046466306244355,173.00363099748296,205.47367095133328,205.47367095133328,9.214512544351603,Active,Irrigation
NZ-1815,-43.723312298625615,171.90827277672798,140.59011362048912,140.59011362048912,6.50197401278614,Active,Domestic
NZ-1816,-42.09720360941157,171.6061607020822,173.67712350690093,173.67712350690093,16.54402214521653,Active,Irrigation
NZ-1817,-44.03419738349758,172.48594185590144,67.05582890267664,67.05582890267664,4.188431197168841,Active,Domestic
NZ-1818,-43.475139327925454,172.59450110835203,207.26446803703112,207.26446803703112,12.605126733923568,Monitoring,Domestic
NZ-1819,-44.45063260992993,171.77429446027853,63.38083413202232,63.38083413202232,5.0078405184289245,Inactive,Monitoring
NZ-1820,-43.38404877564942,172.85984945745273,105.65693084951309,105.65693084951309,10.775306197715077,Active,Stock
NZ-1821,-43.580948839386025,172.38025285986555,23.45954361588484,23.45954361588484,0.4732131616936323,Inactive,Irrigation
NZ-1822,-43.43999124046944,172.49954221931057,69.95847473930505,69.95847473930505,9.09266036733639,Inactive,Domestic
NZ-1823,-43.826467329471896,172.21909200582937,126.71602570804976,126.71602570804976,18.71792502572651,Active,Irrigation
NZ-1824,-44.28023940862462,171.103145887131,210.9387734651338,210.9387734651338,23.104485617685917,Active,Domestic
NZ-1825,-44.795906974413796,172.71253268692718,170.5217165376496,170.5217165376496,3.2146394095483304,Active,Industrial
NZ-1826,-43.77546994774001,172.51442923900532,121.6477572435841,121.6477572435841,5.006604994002278,Active,Monitoring
NZ-1827,-44.501335968127336,170.98573451929553,213.7180565138859,213.7180565138859,2.6736125415640855,Active,Irrigation
NZ-1828,-42.82032483009111,172.5051414974598,50.414512417849394,50.414512417849394,4.629572962611178,Active,Irrigation
NZ-1829,-42.55659537301574,172.58636681244172,50.593687377324756,50.593687377324756,1.5740695332774128,Monitoring,Domestic
NZ-1830,-43.6227159451921,171.84743449684947,282.27840728523995,282.27840728523995,0.9733038127945804,Active,Stock
NZ-1831,-43.87562196263156,172.37429567987996,141.2903624268917,141.2903624268917,5.54624231800029,Inactive,Domestic
NZ-1832,-44.332512559781115,171.16397668008082,112.6606357165094,112.6606357165094,4.649610388565341,Active,Irrigation
NZ-1833,-43.81781092367567,172.50237449612735,192.4186650524207,192.4186650524207,5.108894188397967,Active,Irrigation
NZ-1834,-43.2199850067815,173.74460077702082,107.91427208258841,107.91427208258841,1.2270357722323006,Active,Irrigation
NZ-1835,-43.93016689615787,173.8720435678748,185.8301695342101,185.8301695342101,1.7763978512264156,Active,Stock
NZ-1836,-43.660715649438664,172.01319332144922,72.13139654255694,72.13139654255694,6.55679805244452,Active,Stock
NZ-1837,-44.993703720446305,173.74525556937473,148.89791210521037,148.89791210521037,2.777107694127282,Active,Irrigation
NZ-1838,-43.624647863517716,171.81291475349687,307.20643917844325,307.20643917844325,30.559385188669708,Active,Irrigation
NZ-1839,-43.799711701866435,172.58863168542564,102.6787714093297,102.6787714093297,12.071335913946392,Monitoring,Domestic
NZ-1840,-43.43147883507446,172.94172348999476,54.542608182419904,54.542608182419904,0.909227237882561,Inactive,Monitoring
NZ-1841,-43.88949400143047,172.45652121804147,59.68690809891345,59.68690809891345,2.4483693162206843,Active,Irrigation
NZ-1842,-43.411045573239164,172.91112498385277,105.88373140158143,105.88373140158143,17.621955729138257,Active,Stock
NZ-1843,-43.89312004045261,172.13251754089447,84.85012655761238,84.85012655761238,6.914501033866134,Monitoring,Stock
NZ-1844,-43.88416437578675,172.05301113325572,37.06456114059995,37.06456114059995,5.066414244786479,Active,Stock
NZ-1845,-44.095873800427306,171.38802664254442,130.64631930729132,130.64631930729132,7.7806087585613835,Active,Stock
NZ-1846,-43.775265690183915,172.25348864095963,84.27171567098387,84.27171567098387,17.061741499956174,Active,Domestic
NZ-1847,-42.87015112800885,172.63151546906354,98.87925372143042,98.87925372143042,12.162989960198036,Monitoring,Domestic
NZ-1848,-43.78873625724829,172.67149827063963,50.44933742052422,50.44933742052422,4.252914375583143,Active,Domestic
NZ-1849,-43.34072794931829,171.71607794298322,90.85942293127147,90.85942293127147,20.067590784494424,Active,Domestic
NZ-1850,-43.89156307869474,172.22454555282846,129.83271595799752,129.83271595799752,3.494486879058742,Inactive,Irrigation
NZ-1851,-43.02123807186692,171.69431076639523,194.3579000845135,194.3579000845135,2.5196663218353894,Active,Monitoring
NZ-1852,-43.57390911452942,172.45317655326622,70.47337950421017,70.47337950421017,13.653479505343856,Active,Monitoring
NZ-1853,-43.33441077932114,171.60230699528267,104.71221083572611,104.71221083572611,29.27668855180104,Active,Monitoring
NZ-1854,-43.32380176140619,172.92464472781236,184.9204731750184,184.9204731750184,7.88891383684886,Active,Domestic
NZ-1855,-44.96034742604257,172.4806727185834,98.4612476521172,98.4612476521172,0.9586569008540751,Active,Irrigation
NZ-1856,-43.05178393515779,172.59772706602016,55.722045791772565,55.722045791772565,9.962066995522843,Active,Irrigation
NZ-1857,-42.83958887045294,172.61360999349733,98.13753680095235,98.13753680095235,7.441212157817781,Active,Stock
NZ-1858,-43.28008083848122,172.9880070182077,111.2250751270912,111.2250751270912,10.189923091121296,Active,Irrigation
NZ-1859,-43.29836875567727,173.3785460654273,174.31600830243954,174.31600830243954,6.85690290325997,Active,Domestic
NZ-1860,-42.727731864743994,173.37227393526575,128.1554362268869,128.1554362268869,10.377281386932,Inactive,Irrigation
NZ-1861,-43.468763796276015,171.83822755029172,157.41278442317235,157.41278442317235,28.146220741195055,Active,Industrial
NZ-1862,-43.40160483007752,172.97864824091172,160.2980157929411,160.2980157929411,26.048115383603765,Monitoring,Domestic
NZ-1863,-43.80220115898314,172.38000154698875,67.72071992667533,67.72071992667533,7.523444256210655,Inactive,Domestic
NZ-1864,-43.535680552850486,172.69734903871804,104.3425559355486,104.3425559355486,6.735580661943875,Active,Irrigation
NZ-1865,-44.60862164510203,171.13296853327964,117.02915790904663,117.02915790904663,6.445332632301832,Active,Stock
NZ-1866,-44.79590426987747,172.94186543151284,65.61987963009298,65.61987963009298,1.8406133812756837,Active,Domestic
NZ-1867,-42.80708654414713,172.03852102191044,147.19661668979455,147.19661668979455,8.616257237546186,Active,Domestic
NZ-1868,-43.370062821042566,172.37980566842558,136.93026603835486,136.93026603835486,8.020871686566405,Active,Irrigation
NZ-1869,-42.89203481149618,173.10886974054972,99.86376964559517,99.86376964559517,2.4566894122341028,Monitoring,Irrigation
NZ-1870,-43.958995179579524,172.3991421600518,134.24347292088117,134.24347292088117,18.28413703402731,Active,Irrigation
NZ-1871,-43.49939611043615,171.46706423331335,153.9813000230138,153.9813000230138,6.5154092033015125,Active,Irrigation
NZ-1872,-43.075207982168685,173.31199359064576,78.17448794914695,78.17448794914695,2.2668941091553347,Active,Industrial
NZ-1873,-43.37494080755903,172.87035093992452,79.22306262636033,79.22306262636033,11.16700451466216,Active,Domestic
NZ-1874,-44.25162469513383,171.07492703679847,153.10732321734312,153.10732321734312,10.349907004584054,Active,Irrigation
NZ-1875,-43.42097512868671,172.59225410803154,188.49875908398062,188.49875908398062,9.058608736688708,Active,Domestic
NZ-1876,-43.791602699869514,171.74920814770533,184.6209090498061,184.6209090498061,6.000481897486144,Active,Irrigation
NZ-1877,-43.524676910453586,171.72419540022324,240.1501395233748,240.1501395233748,11.081165800714357,Active,Monitoring
NZ-1878,-43.858959712522164,172.33141842194732,92.6301227055155,92.6301227055155,15.124812285254382,Active,Irrigation
NZ-1879,-43.76864328669775,172.36216835305427,54.12470420270409,54.12470420270409,4.3365594096442415,Active,Domestic
NZ-1880,-43.85116491440268,172.2991708568276,144.84773154195875,144.84773154195875,5.689548698107369,Active,Monitoring
NZ-1881,-44.193521000718036,171.30409273395665,262.5034127980188,262.5034127980188,4.167165679669739,Active,Domestic
NZ-1882,-43.660308741141364,172.77946690331808,179.7338121628527,179.7338121628527,6.781222747349381,Active,Domestic
NZ-1883,-43.76088936358023,171.95207694824495,143.3470947933101,143.3470947933101,20.171083666817104,Active,Irrigation
NZ-1884,-43.537191903338005,172.65246215397542,141.5196924350931,141.5196924350931,15.968561100534352,Abandoned,Domestic
NZ-1885,-43.67276498710899,171.88449183629766,250.1012967695725,250.1012967695725,9.937792121593253,Active,Domestic
NZ-1886,-44.25417948836515,171.2387749821395,99.41144876336027,99.41144876336027,6.292527318654754,Monitoring,Domestic
NZ-1887,-44.79323555788387,173.95179110183662,58.350509926526605,58.350509926526605,2.2947327749981103,Monitoring,Irrigation
NZ-1888,-43.29523490110933,172.8220718553124,61.53998440469324,61.53998440469324,27.95240351252925,Active,Irrigation
NZ-1889,-43.10898182803789,173.83437762338968,106.99270367562748,106.99270367562748,2.103531708522215,Monitoring,Monitoring
NZ-1890,-43.825706090066866,172.22833493184214,68.31176587913444,68.31176587913444,6.5576624264633,Monitoring,Domestic
NZ-1891,-43.27546843881348,172.86309590982776,77.61817835078372,77.61817835078372,4.750947230478775,Active,Irrigation
NZ-1892,-43.51592261738093,172.50862475831235,112.73396991301085,112.73396991301085,2.5908907699746853,Monitoring,Stock
NZ-1893,-44.29443333585844,171.12047258060556,240.24976444232033,240.24976444232033,4.548796776965484,Monitoring,Stock
NZ-1894,-43.73099454139373,172.55082572819344,83.7929927274084,83.7929927274084,2.2800113873311325,Active,Domestic
NZ-1895,-43.45939779923718,172.56387962865705,66.9347884010595,66.9347884010595,11.91453444028232,Inactive,Irrigation
NZ-1896,-42.88362417963898,172.8949850494338,66.53457990969952,66.53457990969952,3.8660032197064953,Active,Stock
NZ-1897,-43.796695397420514,172.33301209198012,53.79909586965678,53.79909586965678,22.542380974938713,Inactive,Irrigation
NZ-1898,-42.50657387291354,173.53465617481072,72.29470679574996,72.29470679574996,2.8293342665761263,Active,Irrigation
NZ-1899,-43.70869455192532,171.82890877374965,239.01778065671476,239.01778065671476,8.052216300195228,Active,Irrigation
NZ-1900,-43.052581201499294,172.63023046809178,139.54106133516734,139.54106133516734,3.903526247667538,Active,Monitoring
NZ-1901,-43.81862375749105,172.24199624374717,122.96696524770726,122.96696524770726,2.8287790923494307,Active,Stock
NZ-1902,-43.06030415840485,172.69677091730412,79.295901528388,79.295901528388,25.06578283478011,Active,Stock
NZ-1903,-44.429532898374994,171.2583046439027,218.8283622585384,218.8283622585384,27.844240322566417,Active,Irrigation
NZ-1904,-44.60646680714904,171.77200363198818,312.8102777835641,312.8102777835641,18.93500815354373,Monitoring,Domestic
NZ-1905,-43.272541270708466,173.00242235609994,45.36073932050381,45.36073932050381,9.493346490688978,Active,Irrigation
NZ-1906,-43.27772957498808,173.57928355558838,96.48991032107406,96.48991032107406,3.200688217703114,Active,Domestic
NZ-1907,-43.60516783532483,172.06819788211868,91.77308157246271,91.77308157246271,7.163719454452483,Active,Irrigation
NZ-1908,-43.16912265915836,172.86021532092533,98.47251582696649,98.47251582696649,2.2190585364543223,Active,Stock
NZ-1909,-44.34067174477026,171.2384855833138,221.41001780458163,221.41001780458163,27.16591137405556,Active,Domestic
NZ-1910,-43.321574535668965,171.68307081194988,58.17929162332506,58.17929162332506,7.3187595729294515,Active,Irrigation
NZ-1911,-42.179175944402495,171.19720843896354,220.97457093605712,220.97457093605712,6.190196615040733,Active,Monitoring
NZ-1912,-43.343878510834465,172.97081817863588,62.38372577598797,62.38372577598797,15.82380495606374,Abandoned,Domestic
NZ-1913,-43.862620262577984,172.07973200397922,42.84044093573747,42.84044093573747,1.374108562771081,Active,Domestic
NZ-1914,-44.01352986669724,171.3221720471259,60.6212876999799,60.6212876999799,5.278310780332734,Active,Stock
NZ-1915,-44.91102428083715,171.41490541310378,114.71302871254089,114.71302871254089,3.660650094058489,Active,Irrigation
NZ-1916,-43.35612955696848,172.9535227382637,53.46556543815784,53.46556543815784,3.2520574237564563,Active,Irrigation
NZ-1917,-43.647078827828814,172.64730723459184,77.83008351203262,77.83008351203262,2.0099253003809996,Active,Irrigation
NZ-1918,-43.6823468039405,172.59672013416994,118.19020896161652,118.19020896161652,4.6403038691119445,Active,Irrigation
NZ-1919,-43.70950302561581,171.95000677132688,222.19034591060003,222.19034591060003,5.003346355700436,Active,Monitoring
NZ-1920,-43.18491785722891,172.29734074051984,60.047282419870214,60.047282419870214,2.9596356518516878,Active,Irrigation
NZ-1921,-43.323951934635915,172.99806027297026,98.07828918785083,98.07828918785083,3.3371161016790665,Active,Domestic
NZ-1922,-43.970010611108094,171.5142566158565,157.715501268491,157.715501268491,4.6936496889110435,Active,Irrigation
NZ-1923,-43.486145466595964,171.88971334847065,248.15595891490506,248.15595891490506,16.90671402842524,Monitoring,Domestic
NZ-1924,-43.45895366286357,172.7008515350597,177.67718452557966,177.67718452557966,18.504003632006626,Active,Irrigation
NZ-1925,-43.47003393879766,173.3572030273634,18.481585862346037,18.481585862346037,2.7654940415552236,Active,Industrial
NZ-1926,-43.3579453101709,172.96387826138078,150.54872106815213,150.54872106815213,11.371060543028348,Active,Irrigation
NZ-1927,-42.12368187297236,173.2102286266566,120.64683202760173,120.64683202760173,7.690682152746511,Active,Monitoring
NZ-1928,-43.3998957494066,172.99482254659296,57.98132355271551,57.98132355271551,9.375788465546002,Active,Irrigation
NZ-1929,-43.79835421463738,172.18161258263547,36.28119347434489,36.28119347434489,3.924476809042457,Active,Irrigation
NZ-1930,-43.50793063792242,172.7038966449245,92.63416767648641,92.63416767648641,15.811263005089959,Active,Irrigation
NZ-1931,-43.80529098892359,172.41150621161603,126.18241913473719,126.18241913473719,21.285770799432882,Monitoring,Irrigation
NZ-1932,-43.30099858359478,172.53417942045184,172.67247004479105,172.67247004479105,8.451271940269889,Active,Irrigation
NZ-1933,-42.12778249127096,173.38955857911753,219.91303660130512,219.91303660130512,5.030698035591848,Inactive,Irrigation
NZ-1934,-43.37458034191712,172.85915165021973,104.73085659196748,104.73085659196748,1.1887579104041917,Monitoring,Domestic
NZ-1935,-44.33181119162562,172.49071181681245,180.54160919326475,180.54160919326475,7.271630039516083,Active,Domestic
NZ-1936,-43.81302995750629,172.1364765476321,172.32578146425374,172.32578146425374,5.821507170257366,Active,Domestic
NZ-1937,-43.30549694459282,172.40091641469937,47.971269430634706,47.971269430634706,5.433348465983508,Active,Irrigation
NZ-1938,-42.10541801293729,172.13032522165216,62.53820722790688,62.53820722790688,4.5575914927926835,Abandoned,Stock
NZ-1939,-43.46810232484261,172.69660897189954,49.747612156191366,49.747612156191366,9.099014363930259,Active,Irrigation
NZ-1940,-43.60024251325931,171.90600967779383,60.82724928422975,60.82724928422975,7.666063228320559,Active,Domestic
NZ-1941,-43.40277350972104,171.863320018493,176.00634438306076,176.00634438306076,2.0970574905044015,Active,Domestic
NZ-1942,-44.06715799207256,171.2572752958816,147.751847607575,147.751847607575,4.732264629454171,Active,Domestic
NZ-1943,-43.62495559692705,171.88877748443517,62.18761245152389,62.18761245152389,2.1730486116512417,Active,Stock
NZ-1944,-43.30221087812812,171.44529095151066,142.16820797637322,142.16820797637322,12.668260153584432,Monitoring,Stock
NZ-1945,-44.27396072716546,171.23562269455414,125.63966218467002,125.63966218467002,2.5542105916615996,Active,Industrial
NZ-1946,-43.21287725417993,172.91498277907766,115.87958034249567,115.87958034249567,14.774123344865565,Active,Domestic
NZ-1947,-43.970822230725645,172.12339584232188,36.78695549920473,36.78695549920473,6.0480118492365715,Active,Stock
NZ-1948,-43.350645095314405,171.71224736815734,147.49031726787112,147.49031726787112,17.43737736617429,Active,Domestic
NZ-1949,-43.54111572823542,171.93530024209107,112.97873824324535,112.97873824324535,13.25371889594455,Abandoned,Industrial
NZ-1950,-43.36514853595279,171.64102822053147,153.07191856249622,153.07191856249622,1.516597580141288,Abandoned,Domestic
NZ-1951,-44.21142100641949,171.35940452238376,184.37393935616183,184.37393935616183,14.868162178264468,Active,Irrigation
NZ-1952,-43.57007343785384,171.69607276125106,218.58507795191096,218.58507795191096,0.8624125638412472,Active,Irrigation
NZ-1953,-43.092719314117794,172.69291192444828,77.34181349481452,77.34181349481452,13.73310667504133,Active,Irrigation
NZ-1954,-43.13778188798294,171.7135064891638,282.0928202565697,282.0928202565697,17.230214668349987,Active,Monitoring
NZ-1955,-43.80404055883492,172.08345617089566,185.06729158504743,185.06729158504743,6.744726679600354,Active,Monitoring
NZ-1956,-43.686435184684434,172.4533948709891,66.17877557640038,66.17877557640038,17.997532909408186,Active,Stock
NZ-1957,-44.37832497255845,171.16625512908982,212.25576291609738,212.25576291609738,19.33732479926494,Active,Monitoring
NZ-1958,-43.58206142730805,171.8850902291773,216.4510016587464,216.4510016587464,2.326023956252494,Active,Monitoring
NZ-1959,-43.520049246904605,171.7244330669169,120.4227597709549,120.4227597709549,5.4066518713418565,Monitoring,Monitoring
NZ-1960,-43.42537268099123,171.68769270984794,69.9119705012635,69.9119705012635,8.106993259247268,Active,Monitoring
NZ-1961,-44.28142387352998,171.1997472808081,176.3908043329065,176.3908043329065,12.434728250450014,Active,Irrigation
NZ-1962,-43.2657854208159,172.84170877735454,195.51408537889475,195.51408537889475,10.228797058158348,Active,Stock
NZ-1963,-44.097002997643,171.40356925094733,85.70449853159856,85.70449853159856,12.385449898594343,Active,Domestic
NZ-1964,-44.11441393299938,171.3013826433096,86.34992966811714,86.34992966811714,7.286415282066242,Inactive,Irrigation
NZ-1965,-43.567613000436054,172.70852463293184,155.28942337138812,155.28942337138812,8.719666743337658,Monitoring,Monitoring
NZ-1966,-43.3626791622533,172.9030207714106,59.355326619583415,59.355326619583415,4.6052028223242685,Active,Irrigation
NZ-1967,-43.296486497555804,172.52093117622994,36.04543684572149,36.04543684572149,2.0155544051111667,Active,Domestic
NZ-1968,-43.28042519807595,172.2449900180034,126.70479617169798,126.70479617169798,1.423014819790343,Inactive,Irrigation
NZ-1969,-43.79571917110238,171.2374364508185,190.50068188203244,190.50068188203244,23.96568635611678,Active,Irrigation
NZ-1970,-43.30307454826343,171.69961793042867,86.85549039754996,86.85549039754996,6.095041440901717,Monitoring,Irrigation
NZ-1971,-43.034782691825484,172.65408549085953,114.72689230551266,114.72689230551266,15.302844941712019,Active,Domestic
NZ-1972,-44.46782430056277,172.41465805731892,35.83417087380779,35.83417087380779,4.1252179257021115,Active,Irrigation
NZ-1973,-42.24829811041391,173.61573443680493,52.812371239020315,52.812371239020315,1.8961741999604769,Monitoring,Irrigation
NZ-1974,-43.82402304993366,172.41672369791755,69.09223520602194,69.09223520602194,11.657419611339156,Inactive,Monitoring
NZ-1975,-42.80866584860367,172.72324811801084,92.83670812517117,92.83670812517117,14.66698393319353,Active,Irrigation
NZ-1976,-42.434818288679615,173.30386702080793,46.31502721710038,46.31502721710038,2.33844997009405,Active,Stock
NZ-1977,-43.05693581282755,172.47575887130228,101.64757792256702,101.64757792256702,4.870113243153371,Active,Irrigation
NZ-1978,-43.2339093447852,172.38687697144795,68.55930416508848,68.55930416508848,5.756129532418745,Active,Domestic
NZ-1979,-43.06717140845157,172.7553272355417,65.97965418422427,65.97965418422427,3.8868843129090394,Active,Irrigation
NZ-1980,-44.402321473085,172.60622787838247,140.5074295156252,140.5074295156252,6.182906050092218,Monitoring,Domestic
NZ-1981,-43.645664676525676,171.65900545680725,101.73698126844259,101.73698126844259,2.3029078560329723,Inactive,Domestic
NZ-1982,-43.15508557639434,172.76861272809805,147.5445281633461,147.5445281633461,2.7149821298137944,Active,Stock
NZ-1983,-43.508415176785675,172.5726485840793,113.28701061181299,113.28701061181299,4.318604625064317,Active,Irrigation
NZ-1984,-43.335455219687105,172.90415459643813,63.448098555708995,63.448098555708995,10.855649507462399,Active,Monitoring
NZ-1985,-43.399795126220425,172.5814561412302,75.97436220421706,75.97436220421706,1.9142868269831403,Active,Stock
NZ-1986,-43.391659205940854,173.0039995401844,34.30366941226019,34.30366941226019,8.212027684948566,Active,Domestic
NZ-1987,-43.039466445041896,172.8648053951292,46.78993514883664,46.78993514883664,11.333520328988753,Active,Irrigation
NZ-1988,-42.87075179272297,172.66520858270437,262.4767735401313,262.4767735401313,13.088413128992762,Active,Monitoring
NZ-1989,-44.23582255488436,171.1822481493651,194.73944719251543,194.73944719251543,15.456231363263576,Inactive,Irrigation
NZ-1990,-43.36474907409192,172.49569285865223,202.70996851653848,202.70996851653848,23.490325348677757,Inactive,Stock
NZ-1991,-43.25165367264299,172.48446539007978,47.2551709473041,47.2551709473041,12.35232576121755,Active,Domestic
NZ-1992,-43.346169408810226,172.45651102719728,48.957087783162905,48.957087783162905,3.2995005876918952,Active,Irrigation
NZ-1993,-43.78108397561899,172.49643351846314,140.45525835431863,140.45525835431863,18.51889840342616,Active,Monitoring
NZ-1994,-43.33235362258825,172.96846111891438,131.53329908165836,131.53329908165836,14.29668992611963,Monitoring,Stock
NZ-1995,-43.03581968777712,172.82757355926324,164.0492339064951,164.0492339064951,11.941448397864027,Monitoring,Monitoring
NZ-1996,-43.52800319237556,173.00704563429576,18.15154096701925,18.15154096701925,7.614251610370339,Active,Stock
NZ-1997,-44.51999975475288,171.17357523223237,206.1695484253034,206.1695484253034,2.476023689317617,Abandoned,Irrigation
NZ-1998,-43.34841084737854,171.62864715905403,123.20522966728205,123.20522966728205,23.560566482553618,Inactive,Irrigation
NZ-1999,-44.09189178070892,172.5176843417432,156.82892238135187,156.82892238135187,10.762761990658221,Inactive,Domestic
NZ-2000,-43.85140747478364,172.36155358378863,119.49086302581637,119.49086302581637,8.275916727871842,Active,Stock
NZ-2001,-43.60873060835737,171.92526670756777,225.78487086048892,225.78487086048892,12.564478425787167,Active,Irrigation
NZ-2002,-43.877228963532495,172.26254878914915,189.75670590716973,189.75670590716973,5.620522959901018,Active,Irrigation
NZ-2003,-43.82428058763879,172.41882055473883,63.25238434152813,63.25238434152813,13.450753425418212,Active,Stock
NZ-2004,-43.08591487240089,173.04293613615368,58.42782088831876,58.42782088831876,5.726063142576312,Active,Irrigation
NZ-2005,-43.41499675234196,171.6373514143315,89.42061706768487,89.42061706768487,7.878095687432013,Abandoned,Domestic
NZ-2006,-43.94856533195226,172.62601986266935,102.22111243748716,102.22111243748716,1.2217881356082116,Active,Irrigation
NZ-2007,-44.214885104940315,171.00623898836943,245.11171271358938,245.11171271358938,6.568282072022713,Monitoring,Domestic
NZ-2008,-43.05517161819577,171.94827324644618,134.17868032220449,134.17868032220449,0.725686625779601,Active,Irrigation
NZ-2009,-44.68840139502095,174.12157150843765,87.02776232556766,87.02776232556766,11.205349812949642,Monitoring,Irrigation
NZ-2010,-43.878577645619494,172.11566219279422,107.74087636719285,107.74087636719285,3.7369123704258067,Active,Industrial
NZ-2011,-44.26150527629882,172.49898162683988,126.28536999527897,126.28536999527897,13.718714436682223,Active,Monitoring
